order_id,date,vendor,item_num,item_name,item_asin,item_qty,item_unit_price,item_vat_rate,item_vat_amount,item_total,item_category,order_subtotal,order_tax,order_total,has_pdf,pdf_file
407-2092481-7709128,2021-12-04,"DECOALIVE, SOCIEDAD LIMITADA",1,"Golden Pothos Planta Natural de Interior Poto Neón, Potus Lemon o Epipremnum Aureum",B09BNXJ5RZ,2,14.01,21,5.88,33.9,Plantas,28.02,5.88,33.9,yes,pdfs/20211206_Tax Invoice_407-2092481-7709128.pdf
407-8699729-7481138,2021-12-04,Damian Canovas Alfareros S.L,1,Compo 1143102004 - Tierra para multiusos,B00HPXVHCA,3,10.83,21,6.84,39.33,Plantas,122.22,25.67,147.89,yes,pdfs/20211205_Tax Invoice_407-8699729-7481138.pdf
407-8699729-7481138,2021-12-04,Damian Canovas Alfareros S.L,2,Battle - Sustrato Bolas Arcilla Expandida 20l. -,B00WI5O6V4,1,10.41,21,2.19,12.6,Plantas,122.22,25.67,147.89,yes,pdfs/20211205_Tax Invoice_407-8699729-7481138.pdf
407-8699729-7481138,2021-12-04,Damian Canovas Alfareros S.L,3,Maceta DE Barro ESMALTADA EN Color Amarillo+ Plato. Modelo CAÑA 2. Medidas 23X21.,B08BZS8R98,4,19.83,21,16.64,95.96,Plantas,122.22,25.67,147.89,yes,pdfs/20211205_Tax Invoice_407-8699729-7481138.pdf
402-8778505-2592301,2021-12-01,Supermercados Romero Plaza S.L.,1,Bezoya - Agua Mineral Natural - Pack de 6 x 1'5 L,B00XAOUCEC,6,7.19,21,9.06,52.2,Alimentación,43.14,9.06,52.2,yes,pdfs/20211201_Tax Invoice_402-8778505-2592301.pdf
402-1731130-0692348,2021-12-01,PROFIT SMARTLY LTD,1,"Neuftech 2 X 4.8mm Enchufe Universal Viaje Adaptador para UK, USA, EU, Aus a España, Portugal, Alema",B075ZLJTLN,1,9.89,0,0,9.89,Alimentación,9.89,0,9.89,no,
402-1322253-6166720,2021-11-29,ENJOY SHOPPING S.L,1,Vichy Catalán Agua Mineral con Gas botella cristal 1 litro - [Pack 12],B01N6WBP87,3,18.55,21,11.7,67.35,Alimentación,55.65,11.7,67.35,yes,pdfs/20211129_Tax Invoice_402-1322253-6166720.pdf
402-5044370-1361155,2021-11-29,MINIBOXBAR,1,Vichy Catalan - Agua mineral espumosa - 11 oz (330 ml) (24 latas),B087QQTBKD,3,41.36,10,12.42,136.5,Alimentación,124.08,12.42,136.5,yes,pdfs/20211130_Tax Invoice_402-5044370-1361155.pdf
404-7655840-6482762,2021-11-28,SHEN ZHEN QIAN HAI MA CI KE JI YOU XIAN GONG SI,1,"SALKING Difusor Aceites Esenciales,260ml Humidificador Ultrasónico,Metal Difusor de Aromaterapia con",B07V5GNK16,1,26.11,0,0,26.11,Alimentación,26.11,0,26.11,yes,pdfs/20211128_Tax Invoice_404-7655840-6482762.pdf
404-7720889-8453966,2021-11-28,Xi An Qu Suo Wang Luo Ke Ji You Xian Gong Si,1,TTYAOVO Suéter para Niñas Vestido de Princesa de Punto de Manga Larga Tutú de Invierno Vestir 5-6 añ,B07WTKHDWQ,1,20.64,0,0,20.64,Ropa/Calzado,76.2,7.03,83.23,yes,pdfs/20211128_Tax Invoice_404-7720889-8453966.pdf
404-7720889-8453966,2021-11-28,Xi An Qu Suo Wang Luo Ke Ji You Xian Gong Si,2,OOPOR Niños Antideslizantes Algodón Calcetines Tobilleros - Acogedor Vestir Colores Marvel Goma Corr,B09C743QZ5,1,13.11,19,2.49,15.6,Ropa/Calzado,76.2,7.03,83.23,yes,pdfs/20211128_Tax Invoice_404-7720889-8453966.pdf
404-7720889-8453966,2021-11-28,Xi An Qu Suo Wang Luo Ke Ji You Xian Gong Si,3,TTYAOVO Suéter para Niñas Vestido de Princesa de Punto de Manga Larga Tutú de Invierno Vestir 5-6 añ,B07WRGSLC7,1,20.64,22,4.54,25.18,Ropa/Calzado,76.2,7.03,83.23,yes,pdfs/20211128_Tax Invoice_404-7720889-8453966.pdf
404-7720889-8453966,2021-11-28,Xi An Qu Suo Wang Luo Ke Ji You Xian Gong Si,4,"Difusor de Aceites Esenciales, Difusor de Aromas, Ultrasónico Aromaterapia Humidificador, Apaga Cuan",B07JNMQBV4,1,21.81,0,0,21.81,Hogar,76.2,7.03,83.23,yes,pdfs/20211128_Tax Invoice_404-7720889-8453966.pdf
407-1214344-2529165,2021-11-25,shenzhenshi tongfa zidonghua shebei youxiangongsi,1,vitihipsy Bolas de Caucho sólido Pelota saltarina Resistente Indestructible Perro Entrenamiento Bola,B07K6LW49H,1,6.39,0,0,10.38,Alimentación,6.39,0,10.38,yes,pdfs/20211125_Tax Invoice_407-1214344-2529165.pdf
407-1402384-6896359,2021-11-25,GROOTS HYDROPONICS S.L,1,Planta de interior - Planta para la casa o la oficina - Monstera deliciosa - Planta del queso suizo ,B009921B8A,1,25.9,10,2.59,28.49,Plantas,25.9,2.59,28.49,yes,pdfs/20211126_Tax Invoice_407-1402384-6896359.pdf
407-7426999-8501921,2021-11-25,fuzhouaiguozhezhixingguangdiankejiyouxiangongsi,1,Maceta DE Barro ESMALTADA EN Color Amarillo+ Plato. Modelo CAÑA 2. Medidas 23X21.,B08BZS8R98,4,19.83,21,16.64,95.96,Plantas,120.82,19.18,140,yes,pdfs/20211126_Tax Invoice_407-7426999-8501921.pdf
407-7426999-8501921,2021-11-25,fuzhouaiguozhezhixingguangdiankejiyouxiangongsi,2,"Pelotas para Perros para masticadores agresivos, Pelota para Perros Hinchable Indestructible, Livian",B09H5FB7X8,1,16.99,0,0,16.99,Mascotas,120.82,19.18,140,yes,pdfs/20211126_Tax Invoice_407-7426999-8501921.pdf
407-7426999-8501921,2021-11-25,fuzhouaiguozhezhixingguangdiankejiyouxiangongsi,3,"Nobby Sport-Tec - Pelota de tenis (6,5 cm, 12 unidades, bolsa de red)",B071JBH81W,1,12.12,21,2.54,14.66,Cocina,120.82,19.18,140,yes,pdfs/20211126_Tax Invoice_407-7426999-8501921.pdf
407-7426999-8501921,2021-11-25,fuzhouaiguozhezhixingguangdiankejiyouxiangongsi,4,"Nobleza Pelotas de Juguete para Perros, Pelota Perro Hecho de Caucho Natural y Ecológico, Indestruct",B0872GNNPC,1,12.39,0,0,12.39,Alimentación,120.82,19.18,140,yes,pdfs/20211126_Tax Invoice_407-7426999-8501921.pdf
407-8593501-6057968,2021-11-25,VIVEROS MURCIA SDAD COOP,1,PLANTA NATURAL FICUS ELASTICA M15 RAMIFICADO 45CM PARA INTERIOR O EXTERIOR A LA SOMBRA. ESPECIAL PAR,B09CZ2BXXV,2,18.17,10,3.64,39.98,Plantas,36.34,3.64,39.98,yes,pdfs/20211127_Tax Invoice_407-8593501-6057968.pdf
407-1504176-8650736,2021-11-23,shenzhenshituolinkejiyouxiangongsi,1,"Mododo Soporte para tutores para Plantas trepadoras, 2 Postes de Coco, apoyan Las Plantas de Interio",B09FXJBZC8,1,14.07,20,2.81,16.88,Plantas,14.07,2.81,16.88,yes,pdfs/20211123_Tax Invoice_407-1504176-8650736.pdf
407-4924211-8964369,2021-11-23,Schwab-Stirnadel GmbH & Co. KG,1,Indoor plant to hang - Hoya carnosa tricolor - porcelain flower - wax flower 12cm,B07WJZ9HZS,1,13.63,7,1.73,26.57,Otros,13.63,1.73,26.57,yes,pdfs/20211125_Tax Invoice_407-4924211-8964369.pdf
407-2374785-6796313,2021-11-22,Amazon EU,1,Compo 1143102004 - Tierra para multiusos,B00HPXVHCA,2,10.83,21,4.56,26.22,Plantas,47.98,10.08,58.06,yes,pdfs/20211122_Tax Invoice_407-2374785-6796313.pdf
407-2374785-6796313,2021-11-22,Amazon EU,2,"Turba Rubia, Saco de 20L, sustrato de turba para Plantas",B08MFQ6J7Y,1,11.56,21,2.43,13.99,Plantas,47.98,10.08,58.06,yes,pdfs/20211122_Tax Invoice_407-2374785-6796313.pdf
407-2374785-6796313,2021-11-22,Amazon EU,3,"Compo Sana Planta Verde 10 L, 44x27x5.5 cm",B06XQ2ZL4M,3,4.92,21,3.09,17.85,Plantas,47.98,10.08,58.06,yes,pdfs/20211122_Tax Invoice_407-2374785-6796313.pdf
404-5282567-3887527,2021-11-22,Amazon EU,1,"DANISH ENDURANCE Calzoncillos Bóxer de Algodón Orgánico Elástico para Hombres, Boxershorts, Multipac",B07ZZ8QRYQ,1,13.6,0,0,13.6,Salud,214.44,41.34,255.78,yes,pdfs/20211122_Tax Invoice_404-5282567-3887527.pdf
404-5282567-3887527,2021-11-22,Amazon EU,2,"Jack & Jones Jacjames Trunks 3 Pack Noos Bxer, Negro/Detalle: Negro - Amarillo Blazing, XXL para Hom",B08FMGXH51,1,17.34,21,3.64,20.98,Ropa/Calzado,214.44,41.34,255.78,yes,pdfs/20211122_Tax Invoice_404-5282567-3887527.pdf
404-5282567-3887527,2021-11-22,Amazon EU,3,"PUMA Basic Men's Boxers (5 Pack) Boxer Briefs, Blanco, Negro, Gris, XXL (Pack de 5) para Hombre",B08DD7H1R4,1,25.21,21,5.29,30.5,Ropa/Calzado,214.44,41.34,255.78,yes,pdfs/20211122_Tax Invoice_404-5282567-3887527.pdf
404-5282567-3887527,2021-11-22,Amazon EU,4,Maceta DE Barro ESMALTADA EN Color Amarillo+ Plato. Modelo CAÑA 2. Medidas 23X21.,B08BZS8R98,3,19.83,21,12.48,71.97,Plantas,214.44,41.34,255.78,yes,pdfs/20211122_Tax Invoice_404-5282567-3887527.pdf
404-5282567-3887527,2021-11-22,Amazon EU,5,"JACK & JONES Jachuey Trunks 7 Pack Bóxer, Negro (Black Detail: Blacak/Black/Black/Black/Black/Black)",B07T3K2KLW,1,29.08,23,6.69,35.77,Ropa/Calzado,214.44,41.34,255.78,yes,pdfs/20211122_Tax Invoice_404-5282567-3887527.pdf
404-5282567-3887527,2021-11-22,Amazon EU,6,"BOSS Trunk CO/EL, Bóxers, para Hombre, Negro (Black 001), XX-Large",B01JZD8VYE,2,17.43,19,6.62,41.48,Otros,214.44,41.34,255.78,yes,pdfs/20211122_Tax Invoice_404-5282567-3887527.pdf
404-5282567-3887527,2021-11-22,Amazon EU,7,"BOSS Trunk CO/EL, Bóxers, para Hombre, Negro (Black 001), XX-Large",B01JZD8VYE,2,17.43,19,6.62,41.48,Otros,214.44,41.34,255.78,yes,pdfs/20211122_Tax Invoice_404-5282567-3887527.pdf
404-7072100-6717150,2021-11-22,MEGASPORT LA VEGA 2020,1,"Nike 3Ppk Value No Show, Calcetines Unisex adulto, Negro (Schwarz), 46-50 (Talla fabricante: XL)",B001463DZ8,3,7.41,21,4.68,26.91,Ropa/Calzado,22.23,4.68,26.91,yes,pdfs/20211123_Tax Invoice_404-7072100-6717150.pdf
404-7838856-5646763,2021-11-22,Amazon EU,1,"Levi's Denim Men's Boxer Briefs Multipack (3 Pack), Nasturcio, XXL para Hombre",B089M5NW32,1,29.79,20,0,40.37,Tecnología,157.09,0,212.87,yes,pdfs/20211125_Tax Invoice_404-7838856-5646763.pdf
404-7838856-5646763,2021-11-22,Amazon EU,2,"NIKE U NK Everyday Ltwt Ns 3Pr Socks, Unisex adulto, WhBlk/ DghBlk/ BlkWh, XL",B07LH5HRM8,10,12.73,0,0,172.5,Ropa/Calzado,157.09,0,212.87,yes,pdfs/20211125_Tax Invoice_404-7838856-5646763.pdf
404-1331932-5896340,2021-11-20,Damian Canovas Alfareros S.L,1,Sustratos - Sustrato Semilleros 10l. - Batlle,B00KM2DQKW,1,5.35,10,0.48,5.28,Plantas,198.7,28.92,226.06,yes,pdfs/20211120_Tax Invoice_404-1331932-5896340.pdf
404-1331932-5896340,2021-11-20,Damian Canovas Alfareros S.L,2,Hemoton 10 Juegos Pequeñas Mini Macetas de Arcilla Macetas de Terracota Macetero de Cerámica Macetas,B08L89L1SW,1,26.99,0,0,26.99,Plantas,198.7,28.92,226.06,yes,pdfs/20211120_Tax Invoice_404-1331932-5896340.pdf
404-1331932-5896340,2021-11-20,Damian Canovas Alfareros S.L,3,"Flower 80017 Substrato Orquídeas 5L, Marrón, 24x4.5x39 cm",B0128FYMIA,3,2.44,21,1.38,7.98,Otros,198.7,28.92,226.06,yes,pdfs/20211120_Tax Invoice_404-1331932-5896340.pdf
404-1331932-5896340,2021-11-20,Damian Canovas Alfareros S.L,4,T4U Conjunto de 3 Forma de Piedra distintiva Cerámicos Planta Maceta Suculento Cactus Planta Maceta ,B07384TMRZ,1,21.48,23,4.94,26.42,Plantas,198.7,28.92,226.06,yes,pdfs/20211120_Tax Invoice_404-1331932-5896340.pdf
404-1331932-5896340,2021-11-20,Damian Canovas Alfareros S.L,5,T4u Rachel's 9CM Serie de Cemento Suculento Cactus Macetas Jardineros de Macetas Contenedores Cajas ,B071VHTM9N,1,16.52,23,3.8,20.32,Plantas,198.7,28.92,226.06,yes,pdfs/20211120_Tax Invoice_404-1331932-5896340.pdf
404-1331932-5896340,2021-11-20,Damian Canovas Alfareros S.L,6,"INNO STAGE Juego de herramientas de jardín, 11 piezas, herramientas de jardinería con bolsa de gran ",B08YWN9NR8,1,39.16,19,7.44,46.6,Plantas,198.7,28.92,226.06,yes,pdfs/20211120_Tax Invoice_404-1331932-5896340.pdf
404-1331932-5896340,2021-11-20,Damian Canovas Alfareros S.L,7,Semillas de Flores - Strelizia Ave del Paraiso - Batlle,B00ID4ORIQ,2,1.41,21,0.54,3.07,Plantas,198.7,28.92,226.06,yes,pdfs/20211120_Tax Invoice_404-1331932-5896340.pdf
404-1331932-5896340,2021-11-20,Damian Canovas Alfareros S.L,8,"Hobby Flower Adel - Maceta redonda para orquídeas y su riego, 20 x 17 cm, transparente -Plantas Ø11-",B016AKS9TW,1,17.27,21,3.63,20.9,Plantas,198.7,28.92,226.06,yes,pdfs/20211120_Tax Invoice_404-1331932-5896340.pdf
404-1331932-5896340,2021-11-20,Damian Canovas Alfareros S.L,9,"Batlle Huerto y Jardin, Sustrato Cactus y Plantas Crasas, 5L",B00WI5LFNQ,1,3.57,10,0.36,3.93,Plantas,198.7,28.92,226.06,yes,pdfs/20211120_Tax Invoice_404-1331932-5896340.pdf
404-1331932-5896340,2021-11-20,Damian Canovas Alfareros S.L,10,Pllieay Estacas de bambú Gruesas Naturales Estacas de jardín Bastones de bambú para Soporte de Plant,B08H21B8Z6,1,11.99,0,0,11.99,Plantas,198.7,28.92,226.06,yes,pdfs/20211120_Tax Invoice_404-1331932-5896340.pdf
404-1331932-5896340,2021-11-20,Damian Canovas Alfareros S.L,11,"Maceta con platillo, maceta de plástico, macetas redondas para flores plantas casa maceta ligera(6 p",B0947QWJ1M,1,15.99,0,0,15.99,Plantas,198.7,28.92,226.06,yes,pdfs/20211120_Tax Invoice_404-1331932-5896340.pdf
404-1331932-5896340,2021-11-20,Damian Canovas Alfareros S.L,12,Battle - Sustrato Bolas Arcilla Expandida 20l. -,B00WI5O6V4,1,10.41,21,2.19,12.6,Plantas,198.7,28.92,226.06,yes,pdfs/20211120_Tax Invoice_404-1331932-5896340.pdf
404-1331932-5896340,2021-11-20,Damian Canovas Alfareros S.L,13,Maceta DE Barro ESMALTADA EN Color Amarillo+ Plato. Modelo CAÑA 2. Medidas 23X21.,B08BZS8R98,1,19.83,21,4.16,23.99,Plantas,198.7,28.92,226.06,yes,pdfs/20211120_Tax Invoice_404-1331932-5896340.pdf
404-1437882-8150731,2021-11-20,shenzhenyanqidianzikejiyouxiangongsi,1,"P12cheng Semillas de alacocasia 10 unidades, fácil de cultivar con forma de elefante raro, con forma",B095HPGP5G,1,12.52,0,0,14.88,Plantas,12.52,0,14.88,yes,pdfs/20211122_Tax Invoice_404-1437882-8150731.pdf
404-3116160-6203565,2021-11-20,VIVEROS MURCIA SDAD COOP,1,PLANTA NATURAL FICUS ELASTICA M15 RAMIFICADO 45CM PARA INTERIOR O EXTERIOR A LA SOMBRA. ESPECIAL PAR,B09CZ2BXXV,1,18.17,10,1.82,19.99,Plantas,18.17,1.82,19.99,yes,pdfs/20211122_Tax Invoice_404-3116160-6203565.pdf
402-3181702-0532302,2021-11-18,huiandishanmaoyishanghang,1,XACQuanyao Cuenco Interior de Olla arrocera Engrosada de Acero Inoxidable 304 para multicocina Redmo,B09CL92DD9,1,126.71,0,0,126.71,Hogar,126.71,0,126.71,no,
402-3319479-7117159,2021-11-18,Posylka.de GmbH,1,Multivarka Redmond RMC-M90 (RU),B07JLDYBPS,1,100.76,19,19.14,119.9,Deportes,100.76,19.14,119.9,yes,pdfs/20211118_Tax Invoice_402-3319479-7117159.pdf
402-2485566-9362744,2021-11-17,ShangHaiYaoJunShiYeYouXianGongSi,1,C-LARSS 100 Unids White Monstera Palm Tortuga Hojas Semillas De Plantas Fácil De Plantar Jardín Balc,B08Z36KVWL,1,7.97,0,0,10.67,Plantas,7.97,0,10.67,yes,pdfs/20211118_Tax Invoice_402-2485566-9362744.pdf
402-2657641-3717933,2021-11-17,Amazon EU,1,"WACCET Caja Fuerte Portátil, Caja Seguridad Combinacion Caja Fuerte de Viaje con Cuerda de Alambre E",B09FYT8QW9,2,25.61,0,0,51.22,Alimentación,226.68,37.68,264.36,yes,pdfs/20211118_Tax Invoice_402-2657641-3717933.pdf
402-2657641-3717933,2021-11-17,Amazon EU,2,Semillas de Flores - Strelizia Ave del Paraiso - Batlle,B00ID4ORIQ,2,1.41,21,0.6,3.42,Plantas,226.68,37.68,264.36,yes,pdfs/20211118_Tax Invoice_402-2657641-3717933.pdf
402-2657641-3717933,2021-11-17,Amazon EU,3,"Amazon Basics - Caja fuerte portátil, cerradura de combinación, grande",B077K3FJHC,1,16.45,20,3.29,19.74,Alimentación,226.68,37.68,264.36,yes,pdfs/20211118_Tax Invoice_402-2657641-3717933.pdf
402-2657641-3717933,2021-11-17,Amazon EU,4,Master Lock FHW40300EURHRO Caja Fuerte Portatil Ignifuga y Impermeable Combinación Xlarge Adecuada p,B07BYCRFSM,1,99.17,22,21.82,120.99,Alimentación,226.68,37.68,264.36,yes,pdfs/20211118_Tax Invoice_402-2657641-3717933.pdf
402-2657641-3717933,2021-11-17,Amazon EU,5,Master Lock LCHW20101 Caja Fuerte Portatil Ignifuga y Impermeable con Llave Medium Adecuada para A4 ,B0158OFGPQ,1,57.02,21,11.97,68.99,Alimentación,226.68,37.68,264.36,yes,pdfs/20211118_Tax Invoice_402-2657641-3717933.pdf
402-4169064-5750721,2021-11-17,Shenzhen shi haoyuansheng keji youxiangongsi,1,Ajcoflt Bolsa de documentos a prueba de fuego Bolsa de archivo resistente al agua Titular de sobres ,B08CXMPZ8Y,2,19.69,0,0,39.38,Alimentación,39.38,0,39.38,yes,pdfs/20211118_Tax Invoice_402-4169064-5750721.pdf
402-8063321-5261127,2021-11-17,VISION TECH ELECTRICALS,1,10 semillas de Schefflera actinophylla Araliaceae - Umbrella Tree,B07C9V9Q8S,1,18.56,0,0,18.56,Plantas,18.56,0,18.56,yes,pdfs/20211201_Tax Invoice_402-8063321-5261127.pdf
402-6008434-7628325,2021-11-17,GROOTS HYDROPONICS S.L,1,"Vibrant Monstera Obliqua - Hoja de mono | Planta interior en maceta, 20 - 30 cm con maceta",B0899W4RLW,1,22.23,10,2.22,24.45,Plantas,22.23,2.22,24.45,yes,pdfs/20211118_Tax Invoice_402-6008434-7628325.pdf
402-4416264-3009965,2021-11-17,Boundless EC US LLC,1,PETUCHI Limpiador de Ojos para Perros Bio; Desinfecta y Calma Ojos Irritados; Spray Colirio Natural;,B084TTRMH9,1,12.36,21,2.59,14.95,Mascotas,42.39,5.4,47.79,yes,pdfs/20211118_Tax Invoice_402-4416264-3009965.pdf
402-4416264-3009965,2021-11-17,Boundless EC US LLC,2,"PHATOIL Aceites Esenciale de Eucalipto 100 ml, 100% Naturales Puros, Aceite Esencial de Aromaterapia",B094Y444XB,1,15.99,0,0,15.99,Alimentación,42.39,5.4,47.79,yes,pdfs/20211118_Tax Invoice_402-4416264-3009965.pdf
402-4416264-3009965,2021-11-17,Boundless EC US LLC,3,"The Healthy Dog Co Colirio para Perros, Gatos y Mascotas - con Plata coloidal para conjuntivitis - L",B0854M7YHX,1,14.04,20,2.81,16.85,Alimentación,42.39,5.4,47.79,yes,pdfs/20211118_Tax Invoice_402-4416264-3009965.pdf
402-7635113-3760340,2021-11-17,shenzhenbaiwohulianwangjishuyouxiangongsi,1,"TOYHEART 100 Piezas De Semillas De Flores Premium, Semillas De Rosas Trepadoras, Cultivos De Colores",B08YZ3DLL6,1,5.33,0,0,6.32,Plantas,15.99,0,18.96,yes,pdfs/20211119_Tax Invoice_402-7635113-3760340.pdf
402-7635113-3760340,2021-11-17,shenzhenbaiwohulianwangjishuyouxiangongsi,2,"TOYHEART 100 Piezas De Semillas De Flores Premium, Semillas De Rosas Trepadoras, Cultivos De Colores",B08YZ3H62K,1,5.33,0,0,6.32,Plantas,15.99,0,18.96,yes,pdfs/20211119_Tax Invoice_402-7635113-3760340.pdf
402-7635113-3760340,2021-11-17,shenzhenbaiwohulianwangjishuyouxiangongsi,3,"TOYHEART 100 Piezas De Semillas De Flores Premium, Semillas De Rosas Trepadoras, Cultivos De Colores",B08YZ1H1QQ,1,5.33,0,0,6.32,Plantas,15.99,0,18.96,yes,pdfs/20211119_Tax Invoice_402-7635113-3760340.pdf
402-5882245-2889121,2021-11-17,Akhila Maddela,1,Google Pixel 6 Pro - Smartphone Android 5G Desbloqueado con cámara de 50 megapíxeles y Lente Gran An,B09HTV6T6Z,0,0,0,0,0,Alimentación,0,0,0,no,
402-5145563-7632342,2021-11-17,Amazon EU,1,"ONEPLUS 9 Pro 5G Smartphone con cámara Hasselblad para móvil - Morning Mist, 12GB de RAM + 256GB",B08TZWW48B,1,825.62,21,173.38,999,Tecnología,825.62,173.38,999,yes,pdfs/20211118_Tax Invoice_402-5145563-7632342.pdf
402-5096365-2347543,2021-11-16,Dams EU Distribution GmbH,1,BotClean Limpiador de Suelos líquido para Robots de Limpieza - 15 monodosis de 18ml,B07ZTFM4D9,1,12.4,21,2.6,15,Limpieza,237.4,50.22,287.62,yes,pdfs/20211117_Tax Invoice_402-5096365-2347543.pdf
402-5096365-2347543,2021-11-16,Dams EU Distribution GmbH,2,"Motorola VM35-2 / Ease 35-2 - Babyphone con 2 Cámaras, Video Baby Monitor de 5.0"" Pantalla HD, Panta",B08KGRM9NW,1,206.6,21,43.39,249.99,Bebés,237.4,50.22,287.62,yes,pdfs/20211117_Tax Invoice_402-5096365-2347543.pdf
402-5096365-2347543,2021-11-16,Dams EU Distribution GmbH,3,Styleshop777 Paño de microfibra de repuesto para Xiaomi Roborock S7 (5 unidades),B093WHFDRB,1,18.4,23,4.23,22.63,Tecnología,237.4,50.22,287.62,yes,pdfs/20211117_Tax Invoice_402-5096365-2347543.pdf
402-5488875-2196358,2021-11-16,AVP PRODUCTOS Y PUBLICIDAD S.L,1,"Colon Vanish Advanced - Detergente para Lavadora con Quitamanchas, adecuado para Ropa Blanca y de Co",B00XADGAC6,5,9.75,21,11,63.24,Ropa/Calzado,48.75,11,63.24,yes,pdfs/20211118_Tax Invoice_402-5488875-2196358.pdf
402-0213890-5970724,2021-11-16,LOGAN&BRO SL,1,Cidacos - Lentejas Extra - 570 g - [Pack de 4],B01M74XWUZ,4,22.72,10,9.08,99.96,Alimentación,90.88,9.08,99.96,yes,pdfs/20211116_Tax Invoice_402-0213890-5970724.pdf
402-2043236-1304334,2021-11-16,shenzhen xiweicai keji youxian gongsi,1,"NC Rompecabezas de canicas Montessori, desafío de Laberinto, Pista de Laberinto, Juego de Mesa Famil",B09F6RQHVG,1,30.75,0,0,28.29,Juegos,30.75,0,28.29,yes,pdfs/20211116_Tax Invoice_402-2043236-1304334.pdf
402-9480082-3588307,2021-11-16,Amazon EU,1,TOP BRIGHT Heladería de Juguete - Juego Educativo de Matemáticas y Lógica para Niños y Niñas de 3 a ,B0872G252C,1,19,21,3.99,22.99,Alimentación,76.8,15.34,92.14,yes,pdfs/20211116_Tax Invoice_402-9480082-3588307.pdf
402-9480082-3588307,2021-11-16,Amazon EU,2,Nene Toys - Torre de Bloques Infantil de Madera 4 en 1 con Colores y Animales - Juego de Mesa Famili,B07NPPMZM8,1,18.17,21,3.82,21.99,Bebés,76.8,15.34,92.14,yes,pdfs/20211116_Tax Invoice_402-9480082-3588307.pdf
402-9480082-3588307,2021-11-16,Amazon EU,3,"Little Live- Flamingo the Poop, flamenco, mascota (LPG00000)",B088PFVLSY,1,39.63,19,7.53,47.16,Mascotas,76.8,15.34,92.14,yes,pdfs/20211116_Tax Invoice_402-9480082-3588307.pdf
402-5891820-1761910,2021-11-15,"HONGKONG CHENRUN CYBER TECHNOLOGY Co., LIMITED",1,"Roborock S7 Estación de Vaciado Automático, Detección Inteligente de Botes de Basura, Filtro de Aire",B099X3812Y,1,329.99,0,0,329.99,Alimentación,878.99,0,878.99,no,
402-5891820-1761910,2021-11-15,"HONGKONG CHENRUN CYBER TECHNOLOGY Co., LIMITED",2,"Roborock S7 Robot Aspirador, 3000 Vibraciones por Minuto, Elevación Automática de La Mopa, 2500 Pa d",B097HHRWXJ,1,549,0,0,549,Hogar,878.99,0,878.99,no,
408-2992341-2007541,2021-11-15,"DECOALIVE, SOCIEDAD LIMITADA",1,"Golden Pothos Planta Natural de Interior Poto Neón, Potus Lemon o Epipremnum Aureum",B09BNXJ5RZ,1,14.01,21,2.94,16.95,Plantas,14.01,2.94,16.95,yes,pdfs/20211115_Tax Invoice_408-2992341-2007541.pdf
408-4747730-4571559,2021-11-15,WENZHOU YINDUO LIGHTING LTD,1,Garden Safe Take Root - Hormona para raíces,B00AA8WPGY,1,21.61,19,4.11,25.72,Otros,41.11,4.57,45.68,yes,pdfs/20211115_Tax Invoice_408-4747730-4571559.pdf
408-4747730-4571559,2021-11-15,WENZHOU YINDUO LIGHTING LTD,2,"COMPO Fertilizante de plantas verdes para plantas de interior, balcón y terraza, Fertilizante líquid",B013J7ZWI0,1,4.63,10,0.46,5.09,Plantas,41.11,4.57,45.68,yes,pdfs/20211115_Tax Invoice_408-4747730-4571559.pdf
408-4747730-4571559,2021-11-15,WENZHOU YINDUO LIGHTING LTD,3,Hyindoor Jarrón de Tubo Vídrio con Marco de Madera para Plantas Hidropónicas Tubo Ensayo Decorativo ,B08MVZQZXN,1,14.87,0,0,14.87,Plantas,41.11,4.57,45.68,yes,pdfs/20211115_Tax Invoice_408-4747730-4571559.pdf
408-6521171-0494729,2021-11-12,DingZhouShiBuYunWangLuoKeJiYouXianGongSi,1,"Kindsgut - Orinal para bebés, rosa pastel",B079Z6QJ56,1,27.26,0,0,27.26,Alimentación,61.96,0,61.96,yes,pdfs/20211113_Tax Invoice_408-6521171-0494729.pdf
408-6521171-0494729,2021-11-12,DingZhouShiBuYunWangLuoKeJiYouXianGongSi,2,Orinal Infantil WC Portatil Niños: Orinales Bebe Infantiles Inodoro - Asiento Vater Water Urinario N,B088ZRDGK8,1,34.7,0,0,34.7,Hogar,61.96,0,61.96,yes,pdfs/20211113_Tax Invoice_408-6521171-0494729.pdf
402-1893011-7431568,2021-11-12,xingpingxiwuanshunxumuyangzhizhuanyehezuoshe,1,"GFDFD Orinal de plástico con Forma de avión para bebé, Orinal de Entrenamiento para bebés, Lindo Ino",B08GZ2PH9B,0,0,0,0,0,Bebés,0,0,0,no,
402-4962489-3502719,2021-11-12,XianyangHechuangWanbangReal EstateAgency Co Ltd,1,DYXYH WC WC Infantil del bebé del Orinal for IR al baño Femenino niño Infantil 1-6 años del bebé 3 W,B08KWJD816,0,0,0,0,0,Hogar,0,0,0,no,
